clauseField,ftcCnclsns,clauseArticle,dvAntageous,illdcssBasiss,relateLaword,unfavorableProvision
5,1,"제27조(합의관할)
본 건에 관한 분쟁이 있을시 갑소재지의 관할 법원으로 한다.",2,사업자의 소재지의 법원만을 관할법원으로 정하는 것은 고객에 대하여 부당하게 불리한 재판관할의 합의조항이다. ,"제14조(소송 제기의 금지 등) 
소송 제기 등과 관련된 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 조항은 무효로 한다.
 1. 고객에게 부당하게 불리한 소송 제기 금지 조항 또는 재판관할의 합의 조항",2
1,1,"제22조(준거법 및 합의관할)
본 계약은 대한민국 법률의 적용을 받으며, 대한민국 법률에 따라 해석된다. 본 계약의 해석에 관하여 이의가 있거나 본 계약에 정하지 않은 사항에 대해서는 양자가 신의성실의 원칙에 따라 협의에 의하여 해결한다. 협의가 성립되지 않는 경우에는 서울지방법원을 분쟁해결을 위한 관할법원으로 한다. <sep> 한국본부 의 영업대리인은 이 계약을 서면 또는 구두에 의하여 변경할 권한을 가진다. 그러한 변경은 본 계약상의 어느 당사자도 구속할 수 없다.",2," 재판관할 합의가 반드시 부당하다고 할 수 없으나 그로 인한 재판관할 합의의 유효성은 당사자 사이에 개별적이고 명백한 특약이 있는 경우에 한하고, 사업자와 고객 사이의 거래에 이용되는 일반거래약관속에 민사소송법상의 관할법원 규정보다 고객에게 불리한 관할법원 조항을 포함시키는 것은 경제적 약자인 고객에게 응소상의 불이익을 초래할 우려가 있기 때문에 현행 약관조항은 고객에 대하여 부당하게 불리한 재판관할의 합의조항이다.","제14조(소송 제기의 금지 등) 소송 제기 등과 관련된 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 조항은 무효로 한다.
  1. 고객에게 부당하게 불리한 소송 제기 금지 조항 또는 재판관할의 합의 조항
  2. 상당한 이유 없이 고객에게 입증책임을 부담시키는 약관 조항",2
5,1,"제2조(계약기간)
제2항 임대인 또는 임차인이 기간만료 3개월 전까지 본 임대차계약의 종결 또는 조건변경의 의지를 표시한 서면통지를 하지 않을 경우 임대인과 임차인은 본 임대차계약과 동일한 조건으로 계약서의 작성없이 본 임대차계약의 기간만료일로부터 1년간 임대차계약을 연장한 것으로 간주한다.
제2조(계약기간)
제3항임대인과 임차인이 임대차계약 기간만료 전에 본 임대차계약을 해약코저 할 때는 해약일자 3개월 전에 상대방에게 서면으로 통지하여야 하며 일부해<sep>약은 할 수 없다. 해약일자는 임대인 또는 임차인이 서면통지를 접수한 날로부터 3개월 경과시점에 해당하는 일자로 한다.",2,"임대인과 임차인 공히 계약종결 및 도해지통고의 효력발생시기를 3개월로 동일하게 규정하고 있는 바, 이는 법률의 규정에 의한 고객의 해제․해지권 행사를 제한하는 조항이자 사업자에게 법률의 규정에 의한 해제․해지권의 행사요건을 완화하여 고객에 대하여 부당하게 불이익을 줄 우려가 있는 조항이다. ","제9조(계약의 해제,해지) 
계약의 해제, 해지에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당되는 내용을 정하고 있는 조항은 무효로 한다.
  1. 법률에 따른 고객의 해제권 또는 해지권을 배제하거나 그 행사를 제한하는 조항
  2. 사업자에게 법률에서 규정하고 있지 아니하는 해제권 또는 해지권을 부여하여 고객에게 부당하게 불이익을 줄 우려가 있는 조항",2
1,1,"제5조 가입비, 가맹비, 로열티 및 제 수수료에 관한 건
1항  을 은  갑 에게 가입 보증비(별도약정)을 계약과 동시에  갑 에게 납부하여야 하며 그 효력은 완불 시 발생된다. 단,  을 이 제공한 가입보증비는 본사가 책정한 가맹비의 성격으로 어떠한 경우(분납시 적용)에도 환불되지 아니한다.",2,"계약을 체결한 후 영업표지의 사용이나 노하우의 전수가 없는 상태에서 계약을 해지하거나 사업자의 귀책사유에 의해 계약을 해지하는 경우에는 계약기간의 경과일수에 따른 일할계산 또는 귀책사유에 따라 반환여부가 결정되어야 할 것이다. 그럼에도 불구하고 이러한 고려없이 어떠한 경우에도 환불되지 않는 것으로 하고 있는 현행 약관조항은 계약의 해제, 해지로 인한 고객의 원상회복청구권을 부당하게 포기하도록 하는 조항이다.","제9조(계약의 해제,해지) 계약의 해제, 해지에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당되는 내용을 정하고 있는 조항은 무효로 한다.
  3. 법률에 따른 사업자의 해제권 또는 해지권의 행사 요건을 완화하여 고객에게 부당하게 불이익을 줄 우려가 있는 조항",2
5,1,"제2조(계약기간)
제4항 임차인이 임대차계약 기간중 중도해지하였을 때는 임차인은 3개월분 임차료에 상당하는 금액(전세의 경우 전세보증금에 대한 2%)을 확정손해배상금으로서 월임차료와 별도로 이에 가산하여 임대인에게 지불하여야 한다.",2,"손해배상액의 예정액(위약금)은 당사자 쌍방의 입장을 고려한 적정한 수준에서 정해져야 하며, 부동산거래에 있어 위약금은 통상 거래대금의 10퍼센트라 할 것이고 임대차계약에서의 거래대금은 계약기간동안의 임대보증금에 대한 정기예금 이자분과 월임대료를 합한 금액, 즉 임대료 총액으로 보는 것이 적정하다할 것이다. 약관에서는 임차인이 임대차계약 기간중 중도해지하였을 경우에는 3개월분 임차료에 상당하는 금액(임대료 총액의 약 25퍼센트)을 확정손해배상금으로 규정하고 있는 바,고객에게 부당하게 과중한 손해배상의무를 부여하고 있는 조항이다. ","제8조(손해배상액의 예정) 
고객에게 부당하게 과중한 지연 손해금 등의 손해배상 의무를 부담시키는 약관 조항은 무효로 한다.",2
1,1,"제17조(가맹금)
3항 을은 갑의 사전 승인을 득하고 영업의 양도를 할 수 있으며, 양수인은 신규가맹계약에 준하여 갑에게 가맹금을 납입하여야 하고 계약기간은 새로운 계약기간이 체결된 것으로 간주하여 최초 3년으로 한다. 이 경우 을은 신규가맹계약의 체을 위하여 최대한 협력한다.",2,"양수인에 대한 교육훈련비용 등 양도인으로부터 지급받은 것으로는 충당되지 않아서 가맹본부가 새로이 지출하여야 하는 비용은 양수인이 지급할 필요가 있다고 판단된다.이를 종합하여 볼 때, 가맹점의 양수인에게 가입비 전부의 지
급의무를 부과하고 있는 위 약관조항은 고객에게 부당하게 불리한 조항이다.","제6조(일반원칙) 
  ② 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 공정성을 잃은 것으로 추정된다.
  1. 고객에게 부당하게 불리한 조항",1
5,1,"제5조
사용료 결정 또는 계약기간 만료시 감정평가, 공개경쟁입찰 등 우리공사에서 시행하는 방법에 따르며, 이의제기 및 권리주장을 할 수 없다.",2,"사용료의 결정 또는 계약기간 만료시 감정평가, 공개경쟁입찰 등은 사업자가 관련법령이나 사업가 정하는 방법에 의할 것이라 할지라도 사용료 결정이나 감정평가 입찰방식 등이 사업자의 일방적이고 부당한 방법에 의해 결정되었다면 고객에게 이의제기나 권리주장이 인정되어야 할 것임에도 이의제기나 권리주장을 할 수 없도록 하는 목적외사용 부대조건 제5조는 고객에게 부당하게 불리한 조항이다.","제6조(일반원칙) 
  ② 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 공정성을 잃은 것으로 추정된다.
  1. 고객에게 부당하게 불리한 조항",1
1,1,"제24조(영업양도 등)
1항 갑은 어떠한 개인, 조합, 단체, 사단법인 또는 회사 등에게 본 계약에 의한 권리와 의무를 이전 또는 양도할 권리를 갖는다 갑의 양수인이 본 계약상 갑의 모든 의무를 인수하고 이를 증명하는 서면 양수통지를 발송한 경우, 을은 갑과 그 자회사 및 계열사에 대하여 본 계약상의 갑의 권리와 의무로부터 일반적인 면책을 즉시 이행할 것에 동의한다.",2,"가맹본부는 계약 당사자를 양수인으로 변경하기 전에 가맹점사업자의 동의 또는 승낙을 얻는 것이 타당하다. 
그럼에도 피심인이 가맹점사업자의 동의 없이 계약당사자의 지위를 양수인에게 이전할 수 있도록 규정한 조항이다.","제12조(의사표시의 의제) 의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
 <sep>1. 일정한 작위 또는 부작위가 있을 경우 고객의 의사표시가 표명되거나 표명되지 아니한 것으로 보는 조항. 다만, 고객에게 상당한 기한 내에 의사표시를 하지 아니하면 의사표시가 표명되거나 표명되지 아니한 것으로 본다는 뜻을 명확하게 따로 고지한 경우이거나 부득이한 사유로 그러한 고지를 할 수 없는 경우에는 그러하지 아니하다.
 <sep>2. 고객의 의사표시의 형식이나 요건에 대하여 부당하게 엄격한 제한을 두는 조항
3. 고객의 이익에 중대한 영향을 미치는 사업자의 의사표시가 상당한 이유 없이 고객에게 도달된 것으로 보는 조항
4. 고객의 이익에 중대한 영향을 미치는 사업자의 의사표시 기한을 부당하게 길게 정하거나 불확정하게 정하는 조항",2
5,1,"제18조(기간내의 해지)
제1항 계약기간 중도에 계약을 해지하고자 할 때에 2개월 전에 해지일자를 상대방에게 통지하여야 한다.
제2항 해지일자로부터 2개월 이내에 서면 통지한 경우에는 서면 통지일자로부터 2개월 경과시점을 계약해지일자로 본다.",2,"민법은 임대차기간의 약정이 있는 경우에도 당사자 일방 또는 쌍방이 그 기간 내에 해지할 권리를 보류한 때에는 임대차계약의 해지에 있어 임차물이 건물인 경우 임대인이 해지를 통고한 경우에는 6월, 임차인이 해지를 통고한 경우에는 1월이 경과해야 해지의 효력이 생김(민법 제636조, 제635조).  해지통보일자로부터 2개월이 경과함으로써 계약해지의 효력이 발생하도록 하는 현행 약관조항은 민법의 임대차계약 해지효력발생규정보다 임대인에게는 그 기간을 단기로 하고, 임차인에게는 장기로 하고 있는 바, 이는 법률의 규정에 의한 고객의 해지권의 행사를 제한하는 조항이며, 사업자의 해지권 행사요건을 완화하여 고객에게 부당하게 불이익을 줄 우려가 있는 조항이다. ","제9조(계약의 해제,해지) 
계약의 해제, 해지에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당되는 내용을 정하고 있는 조항은 무효로 한다.
  1. 법률에 따른 고객의 해제권 또는 해지권을 배제하거나 그 행사를 제한하는 조항<sep>  2. 사업자에게 법률에서 규정하고 있지 아니하는 해제권 또는 해지권을 부여하여 고객에게 부당하게 불이익을 줄 우려가 있는 조항",2
1,1,"제12조(상품,자재의 검사와 하자)
1항 을은 상품, 자재를 공급받는 당일 수향 및 품질을 검사한 후 그 하자가 있을 경우 서면으로 갑에게 통지하여야 하며 하자 통지가 없을 경우 하자가 없는 것으로 간주한다. 다만, 상품,자재의 성질상 수령 즉시 하자를 발견할 수 없는 경우 3개월 이내에 이를 발견하여 통지하고 완전물로 교환을 청구할 수 있다.",2,"상인간 매매에서 매매 목적물에 즉시 발견할 수 없는 하자가 있는 경우 매수인이 6월내에 이를 발견하여 즉시 매도인에게 통지하면 계약의 해제, 대금감액 또는 손해배상을 청구할 수 있다. 그런데 당해 약관조항에 따라 피심인은 합리적인 사유없이 위 상법규정보다 짧은 기한안에 통지를 하여야만 위와 같은 책임을 진다. 그러므로 가맹본부의 하자담보책임의 범위를 상법보다 좁혀 놓은 위 약관조항들은 고객에게 부당하게 불리한 약관조항이다.","제6조(일반원칙) 
  ② 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 공정성을 잃은 것으로 추정된다.
  1. 고객에게 부당하게 불리한 조항",1
5,1,"제22조(합의관할)
이 계약에 관한 분쟁은 갑 소재지의 관할법원으로 한다.",2,"고객에게 소제기 및 응소상의 불편을 초래할 우려가 있는 바, 현행 약관조항은 고객에 대하여 부당하게 불리한 재판관할의 합의조항이다.","제14조(소송 제기의 금지 등) 
소송 제기 등과 관련된 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 조항은 무효로 한다.
 1. 고객에게 부당하게 불리한 소송 제기 금지 조항 또는 재판관할의 합의 조항",2
1,1,"제53조(중도해지)
3항  갑과 을은 개점 후 계약기간 중 중도해지 하려고 하는 경우에 해지일 3개월 전까지는 문서로 상대방에 대해 통지하고 또 하기 손해배상금 등의 지불 및 기타 본 계약에서 별도로 정하는 의무를 이행함으로써 본 계약을 해지할 수 있습니다. 그리고 대여물건의 철거비용과 운반비용 등은 제59조를 기준으로 해서 갑또는 을이 부담합니다. <sep>다만, 하기 손해배상금과 제61조 폐점수수료를 해지일전까지 선이행하여야 해지의 효력이 발생되는 것으로 합니다.<sep>제53조 
제3항 제3호 갑이 해지하는 경우 … 이하생략 
<sep>제53조 
제3항 제3호 을이 해지하는 경우 ①과 ②,③의 합계액
<sep>제53조 
제3항 제3호 1목 해지일 전월부터 12개월간(단, 甲의 동의 없는 영업중단이 7일 이상 발생된 해당 월을 제외한 12개월)의 000의 경영실적에 기준한 평균월매출이익(평균월매출이익율을 산출할 수 없는 경우에는 본건점포가 속한 광영자치단체 내에 소재하는 가맹점의 평균월매출이익)에 0.35를 곱한 금액의 10개월분. 단, 개점일로부터 36개월이 경과된 경우에는 6개월분, 또한 영업일수가 12개월에 미달한 경우는 하기 산식에 의거한 금원.<sep>제53조 
제3항 제3호 2목 대여물건1,2중 폐기하는 집기 및 분실물건에 대해 갑이 산출한 법정잔존가
<sep>제53조 제3항 제3호 3목.
대여물건 3목에 대하여 갑이 산출한 법정잔존가",2," 통상 해지권은 형성권이고 해지권 행사 이후의 청산관계는 동시이행관계인데, 부득이한 사정으로 계약을 해지하는 당사자에게 계약상 모든 의무를 선이행하여야만 해지의 효력이 발생하도록 약관조항을 두는 것은 법률에 따른 고객의 해지권을 부당하게 제한하거나 상당한 이유 없이 사업자의 원상회복의무를 경감하는 것이다. 따라서 해당조항이다.","제9조(계약의 해제ㆍ해지) 계약의 해제ㆍ해지에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당되는 내용을 정하고 있는 조항은 무효로 한다.
  1. 법률에 따른 고객의 해제권 또는 해지권을 배제하거나 그 행사를 제한하는 조항
  5. 계약의 해제 또는 해지로 인한 사업자의 원상회복의무나 손해배상의무를 부당하게 경감하는 조항",2
5,1,"제9조 (연고권 등)
을은 임대차 계약 기간 내에 임차한 주택을 사용, 수익하는 이외의 연고권의 주장이나 어떠한 권리설정도 할 수 없으며, 관계 법령의 규정에 따라 갑의 사전동의를 받지 않고 임의로 행한 임대주택의 개축․증축․변경 및 추가로 설치하는 시설물에 대하여 갑에게 비용상환을 청구할 수 없다.",2,"임대차계약에 의해 부수적으로 발생하는 임차인의 보증금반환청구권은 채권으로서 질권설정의 방법으로 담보제공을 할 수 있고 또 그에 의해 대부분 서민들인 임차인들이 자금융통을 많이 하고 있음에 반해 임대인에게는 별다른 금전적 손해가 발생하지는 않는 바, 그럼에도 약관의 형태로 임차인의 질권 등 설정권을 침해하고 있는 현행 약관조항은 법률의 규정에 의한 고객의 권리를 상당한 이유 없이 배제하는 조항이다. ","제11조(고객의 권익 보호) 
고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  1. 법률에 따른 고객의 항변권, 상계권 등의 권리를 상당한 이유 없이 배제하거나 제한하는 조항",2
5,1,"제1조(임대보증금 및 임대료 인상)
임대보증금 및 임대료 인상은 주택임대차보호법에 의거 매년 5%씩 인상됩니다.",2,"임대료 증액을 기정사실화 하여 물가변동 등의 구체적 사정의 고려없이 무조건적으로 임대보증금과 월임대료를 매1년마다 5퍼센트씩 인상하기로 미리 정하고 있는 바, 이는 고객인 임차인에 부당하게 불리한 조항이며, 임차인의 차임감액청구권을 사실상 배제하는 것으로 법률의 규정에 의한 고객의 권리를 상당한 이유없이 배제 또는 제한하는 약관조항이다. ","제6조(일반원칙) 
  ② 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 공정성을 잃은 것으로 추정된다.
  1. 고객에게 부당하게 불리한 조항<sep>제11조(고객의 권익 보호)
고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  1. 법률에 따른 고객의 항변권, 상계권 등의 권리를 상당한 이유 없이 배제하거나 제한하는 조항",2
1,1,"제4조 (제재사항) 
3항 다음 각 호에 해당될 경우에는  갑 은  을 과의 계약을 해지할 수 있다.
15호 기타 제도운영상 가맹점 계약을 유지하기 어렵다고 판단될 경우",2,"일반 조항을 규정하는 경우에도 객관적 기준에 따라 해지권이 발생하는 것으로 규정하는 것이 타당하며, 이 사건 심사대상 약관조항과 같이  갑 의 판단에 의하여 계약을 해지할 수 있도록 규정하는 것은 갑이 이를 자의적으로 행사할 우려가 있어 부당하다.
따라서 동 조항은 사업자에게 법률에서 규정하고 있지 아니하는 해지권을 부여하여 고객에게 부당하게 불이익을 줄 우려가 있는 조항이다.","제9조(계약의 해제,해지) 계약의 해제,해지에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당되는 내용을 정하고 있는 조항은 무효로 한다.
  2. 사업자에게 법률에서 규정하고 있지 아니하는 해제권 또는 해지권을 부여하여 고객에게 부당하게 불이익을 줄 우려가 있는 조항",2
5,1,"제2조(사용료 등의 납부)
제2항 을은 임대료, 관리비 및 전기, 수도료 등의 공동 공공요금(이하 “사용료”라 한다)을 다음달 10일까지 납부하여야 한다. 만약, 사용료를 연체하였을 경우 연체된 금액에 대한 100분의 5를 가산 납부하여야 한다.",2,"임차인이 사용료(월)를 연체할 경우 사용료(월)의 5퍼센트를 가산하므로 이를 연간으로 환산할 때 연체료는 연 60퍼센트에 해당하는 바, 이는 고객에 대하여 부당하게 과중한 지연손해금을 부담시키는 조항이다.","제8조(손해배상액의 예정) 
고객에게 부당하게 과중한 지연 손해금 등의 손해배상 의무를 부담시키는 약관 조항은 무효로 한다.",2
1,1,"제6조 (계약의 변경)
본 계약은 갑이 필요시 변경하여 재체결할 수 있다.",2,약관조항 제6조는 갑의 일방적인 의사에 의하여 계약의 내용을 변경할 수 있는 권한을 갑 에게 부여하고 있다. 라서 동 조항은 상당한 이유 없이 급부의 내용을 사업자가 일방적으로 결정하거나 변경할 수 있도록 권한을 부여하는 조항이다.,"제10조(채무의 이행) 채무의 이행에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  1. 상당한 이유 없이 급부의 내용을 사업자가 일방적으로 결정하거나 변경할 수 있도록 권한을 부여하는 조항",2
5,1,"제11조(연고권 등)
을은 임대차계약기간내에 임대주택을 사용․수익하는 이외의 연고권의 주장이나 어떠한 목적의 권리설정도 할 수 없으며, 관계법령의 규정에 따라 갑의 사전동의를 받지 않고 임의로 행한 임대주택의 개축․증축․변경 및 추가로 설치하는 시설물에 대하여 을은 그 비용상환을 청구할 수 없다.",2,임대차계약과 관련하여 어떠한 권리설정도 할 수 없도록 규정하고 있으므로 동 조항은 법률의 규정에 의한 고객의 권리를 상당한 이유없이 배제하는 조항이다.,"제11조(고객의 권익 보호) 
고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  1. 법률에 따른 고객의 항변권, 상계권 등의 권리를 상당한 이유 없이 배제하거나 제한하는 조항",2
1,1,"제7조 (운영지침의 이행)
2항 을은 운영지침과 관련하여 분쟁이 발생할 경우에는 갑의 규정에 따른다.",2,갑의 운영지침과 관련하여 갑과 을간에 분쟁이 발생한 경우 을이 가지고 있는 소송 제기 등을 포함한 분쟁해결방법을 제한하고 일률적으로 갑의 규정에 따르도록 규정하고 있다. 따라서 동 조항은 고객에게 부당하게 불리한 소송 제기 금지 조항이다.,"제14조(소송 제기의 금지 등) 소송 제기 등과 관련된 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 조항은 무효로 한다.
  1. 고객에게 부당하게 불리한 소송 제기 금지 조항 또는 재판관할의 합의 조항",2
5,1,"제13조(보수 수선범위)
분양전환시 당해 주택에 대한 갑의 보수, 수선범위는 “외벽도장”에 있으며, 현 상태대로 을은 분양받고 이에 을은 일체의 이의를 제기하지 않는다.",2,"분양전환시 임대인의 수선 등의 책임을 외부도장에 한정하면서, 그 외의 것에 대해서는 임차인의 귀책유무를 고려하지 않고 수선등의 책임을 임차인에게 전가하고 있다.그러므로 동 조항은 상당한 이유없이 사업자가 부담하여야 할 위험을 고객에게 이전시키는 조항이다. ","제7조(면책조항의 금지) 
계약 당사자의 책임에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  2. 상당한 이유 없이 사업자의 손해배상 범위를 제한하거나 사업자가 부담하여야 할 위험을 고객에게 떠넘기는 조항",2
1,1,"제8조 (계약의 해석)
본 계약의 내용에 대하여 해석상에 이의가 있을 경우 상호 신뢰를 바탕으로 원만히 해결하되, 그럼에도 불구하고 합의되지 않을 경우갑의 해석에 따른다.",2,"계약의 내용에 대하여 해석상 다툼이 있는 경우 당사자 간의 합의가 이루어지지 않으면 최종적으로  갑 의 해석에 따르는 것으로 규정하고 있다. 한편 약관법 제5조는 약관의 해석과 관련하여 약관은 신의성실의 원칙에 따라 공정하게 해석되어야 하며, 약관의 뜻이 명백하지 아니한 경우에는 고객에게 유리하게 해석되어야 한다고 규정하고 있다. 제5조는 약관의 해석과 관련하여 약관은 신의성실의 원칙에 따라 공정하게 해석되어야 하며, 약관의 뜻이 명백하지 아니한 경우에는 고객에게 유리하게 해석되어야 한다고 규정하고 있다.","제6조(일반원칙) 
  ② 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 공정성을 잃은 것으로 추정된다.
  1. 고객에게 부당하게 불리한 조항",1
5,1,"제2조(임대차기간)
제3항 을이 임대차 계약기간 만료에 본 계약을 해지코자 할 때에는 을의 임대보증금은 ‘임대후에’ 갑은 을에게 환불한다.
제5항 본 임대차 계약기간 만료 시에는 갑, 을 쌍방 합의하여 본 계약기간을 갱신할 수 있으나 합의가 성립되지 않을 시는 을은 기간만료와 동시 임대차목적물을 이의 없이 갑에게 명도하여야 한다. 단, 계약기간이 만료된 이후 명도할 시는 제4조 제3항의 산정방법에 따라 임대료 및 관리비를 지불해야 한다.",2,새로운 임차인이 입점한 이후에 임대보증금을 환불하기로 하는 피심인 약관조항은 법률의 규정에 의한 고객의 동시이행항변권을 상당한 이유없이 배제하는 조항이다.  피심인의 당해 약관조항은 그 의미가 명확하지 않아 임대인이 상가건물임대차보호법에 규정된 갱신거절의 통지나 조건변경의 통지기간을지키지 않은 경우에도 계약기간 만료시에 합의가 성립되지 않는 경우에는 임차목적물의 명도를 요구할 수 있도록 해석될 여지가 있다.,"제11조(고객의 권익 보호) 
고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  1. 법률에 따른 고객의 항변권, 상계권 등의 권리를 상당한 이유 없이 배제하거나 제한하는 조항",2
1,1,"제9조 (재판 관할)
본 계약에 관한 소송은 갑의 소재지를 관할하는 법원으로 한다.",2,가맹점사업자와의 진정한 합의가 아니라 가맹본부인 갑이 일방적으로 정한 약관의 형식에 의하여 갑의 소재지를 관할하는 법원을 재판관할로 정하고 있을 뿐만 아니라 민사소송법상의 관할 규정보다 가맹점사업자에게 불리한 관할법원을 규정한 것이어서 경제적 약자인 가맹점사업자에게 응소 및 제소의 불편을 초래할 우려가 있다. 따라서 해당 약관조항은 고객에게 부당하게 불리한 재판관할의 합의조항이다.,"제14조(소송 제기의 금지 등) 소송 제기 등과 관련된 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 조항은 무효로 한다.
  1. 고객에게 부당하게 불리한 소송 제기 금지 조항 또는 재판관할의 합의 조항",2
5,1,"제12조(재산보호)
제2항 임대차목적물 중 을이 전용부분에서 발생하는 화재, 도난 등 모든 사고 및 손실에 대하여 갑은 어떠한 책임을 지지 아니한다.",2,"임대차목적물에서 발생한 사고 등이 임대인의 귀책이라면 이에 대한 책임이 있음에도 전용부분에서 발생한 화재, 도난 등의 사고에 대해서 임대인은 일체의 손해를 부담하지 않겠다는 것은 사업자의 고의 또는 중대한 과실로 인한 법률상의 책임을 배제하는 조항이다.","제7조(면책조항의 금지) 
계약 당사자의 책임에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  1. 사업자, 이행 보조자 또는 피고용자의 고의 또는 중대한 과실로 인한 법률상의 책임을 배제하는 조항",2
1,1,"제3조(계약기간 및 금액, 납부방법, 결재지연)
제2항 계약금액은 계약시 완납을 원칙으로 한다. 단, 가입비는 본 계약기간의 만료나 을의 휴업이나 폐업과 상관없이 반환되지 않는다.",2,"갑은 계약의 만료, 휴업 또는 폐업 등 어떠한 경우에도 가입비는 반환하지 않는다고 정하고 있어 계약이 중도해지되는 경우, 잔여기간만큼 영업표지 등을 사용하지 않고 부동산정보 서비스나 기타서비스를 제공받지 않음에도 불구하고 이에 대한 대가는 반환받지 못한 채 전부 지불하는 셈이 된다.  중도해지 등의 경우 가입금을 일체 반환하지 않는 것은 계약해지에 따른 사업자의 원상회복의무를 부당하게 경감시키는 조항이다. ","제9조(계약의 해제ㆍ해지) 계약의 해제ㆍ해지에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당되는 내용을 정하고 있는 조항은 무효로 한다.
  4. 계약의 해제 또는 해지로 인한 원상회복의무를 상당한 이유 없이 고객에게 과중하게 부담시키거나 고객의 원상회복 청구권을 부당하게 포기하도록 하는 조항",2
5,1,"제14조(특약)
갑과 을은 제1조 내지 제13조에서 정한 사항 외에 필요한 사항에 대하여는 따로 특약을 정할 수 있으며, 이 특약은 표준계약서의 일부를 구성한다.
(특  약  사  항)
제4항 제7조의 규정에 의하여 을은 에게 아파트 단지내에 기설치된 시설물의 이전 변경, 손괴 및 신규 시설물의 설치 등 아파트 단지 형상을 변경하는 일체의 청구를 할 수 없다.
제1호 갑은 관계 법령이 정한 바에 따라 입주자 실태조사를 할 수 있으며, 을은 이에 필요한 <sep>협조를 하여야 한다.
제2호 갑은 관계 법령에 따라 임대보증금을 조정할 수 있으며 을은 이에 대하여 이의를 제기하지 아니한다.",2,"임차인은 임대사업자의 임대보증금조정이 주택임대차보호법상의 상한을 초과한 것은 아닌지 주거비나 물가지수, 또는 인근지역의 전세가격 변동률과 비교할 때 너무 과다한 것은 아닌지 이의를 제기할 수도 있다. 고객의 권리를 상당한 이유없이 배제하는 조항이다.","제11조(고객의 권익 보호) 
고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  1. 법률에 따른 고객의 항변권, 상계권 등의 권리를 상당한 이유 없이 배제하거나 제한하는 조항",2
1,1,"제3조(계약기간 및 금액, 납부방법, 결재지연)
제3항 을의 사유로 가입비 결제 지연시 계약일로부터 30일이 초과한 경우에는 계약기간에 관계없이 본 계약은 별도 해지 절차 없이 자동적으로 해지된다.",2,별도의 해지절차 없이 자동적으로 계약을 해지할 수 있도록 하고 있으며 그 효과에 대해서도 구체적인 언급이 없다. 갑의 일방적인 계약해지 사유를 열거한 갑의 약관조항은 고객에게 부당하게 불리한 약관조항이다.,"제6조(일반원칙)
  ② 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 공정성을 잃은 것으로 추정된다.
  1. 고객에게 부당하게 불리한 조항",1
